id,card_title,card_type,is_unique,sphere,threat,cost,willpower,attack,defense,hitpoints,traits,keywords,cycle_name,set_name,set_number,quantity_owned,related_card_ids,img_id,card_url,img_url
131,Mirkwood Runner,Ally,FALSE,Lore,,3,1,2,0,2,Silvan. Scout.,,Shadows of Mirkwood,Return to Mirkwood,123,3,,02123,https://www.ringsdb.com/card/02123,https://www.ringsdb.com/bundles/cards/02123.png
132,Rumour from the Earth,Event,FALSE,Lore,,0,,,,,,,Shadows of Mirkwood,Return to Mirkwood,124,3,,02124,https://www.ringsdb.com/card/02124,https://www.ringsdb.com/bundles/cards/02124.png
133,Shadow of the Past,Event,FALSE,Neutral,,2,,,,,,,Shadows of Mirkwood,Return to Mirkwood,125,3,,02125,https://www.ringsdb.com/card/02125,https://www.ringsdb.com/bundles/cards/02125.png
134,Dwalin,Hero,TRUE,Spirit,9,,1,2,2,4,Dwarf.,,Khazad-dûm,Khazad-dûm,1,1,,03001,https://www.ringsdb.com/card/03001,https://www.ringsdb.com/bundles/cards/03001.png
135,Bifur,Hero,TRUE,Lore,7,,2,1,2,3,Dwarf.,,Khazad-dûm,Khazad-dûm,2,1,,03002,https://www.ringsdb.com/card/03002,https://www.ringsdb.com/bundles/cards/03002.png
136,Narvi's Belt,Attachment,TRUE,Leadership,,2,,,,,Item.,,Khazad-dûm,Khazad-dûm,3,3,,03003,https://www.ringsdb.com/card/03003,https://www.ringsdb.com/bundles/cards/03003.png
137,Durin's Song,Event,FALSE,Leadership,,1,,,,,Song.,,Khazad-dûm,Khazad-dûm,4,3,,03004,https://www.ringsdb.com/card/03004,https://www.ringsdb.com/bundles/cards/03004.png
138,Ever Onward,Event,FALSE,Leadership,,3,,,,,,,Khazad-dûm,Khazad-dûm,5,3,,03005,https://www.ringsdb.com/card/03005,https://www.ringsdb.com/bundles/cards/03005.png
139,Veteran of Nanduhirion,Ally,FALSE,Tactics,,4,0,3,2,3,Dwarf. Warrior.,,Khazad-dûm,Khazad-dûm,6,3,,03006,https://www.ringsdb.com/card/03006,https://www.ringsdb.com/bundles/cards/03006.png
140,Dwarrowdelf Axe,Attachment,FALSE,Tactics,,1,,,,,Item. Weapon.,Restricted.,Khazad-dûm,Khazad-dûm,7,3,,03007,https://www.ringsdb.com/card/03007,https://www.ringsdb.com/bundles/cards/03007.png
141,Khazâd! Khazâd!,Event,FALSE,Tactics,,0,,,,,,,Khazad-dûm,Khazad-dûm,8,3,,03008,https://www.ringsdb.com/card/03008,https://www.ringsdb.com/bundles/cards/03008.png
142,Zigil Miner,Ally,FALSE,Spirit,,2,1,1,1,1,Dwarf.,,Khazad-dûm,Khazad-dûm,9,3,,03009,https://www.ringsdb.com/card/03009,https://www.ringsdb.com/bundles/cards/03009.png
143,Untroubled by Darkness,Event,FALSE,Spirit,,2,,,,,,,Khazad-dûm,Khazad-dûm,10,3,,03010,https://www.ringsdb.com/card/03010,https://www.ringsdb.com/bundles/cards/03010.png
144,Erebor Record Keeper,Ally,FALSE,Lore,,1,1,0,0,1,Dwarf.,,Khazad-dûm,Khazad-dûm,11,3,,03011,https://www.ringsdb.com/card/03011,https://www.ringsdb.com/bundles/cards/03011.png
145,Ancestral Knowledge,Event,FALSE,Lore,,1,,,,,,,Khazad-dûm,Khazad-dûm,12,3,,03012,https://www.ringsdb.com/card/03012,https://www.ringsdb.com/bundles/cards/03012.png
146,Boots from Erebor,Attachment,FALSE,Neutral,,0,,,,,Item.,,Khazad-dûm,Khazad-dûm,13,3,,03013,https://www.ringsdb.com/card/03013,https://www.ringsdb.com/bundles/cards/03013.png
147,Elrohir,Hero,TRUE,Leadership,10,,2,2,1,4,Noldor. Noble. Ranger.,,Dwarrowdelf,The Redhorn Gate,1,1,,04001,https://www.ringsdb.com/card/04001,https://www.ringsdb.com/bundles/cards/04001.png
148,Taking Initiative,Event,FALSE,Leadership,,0,,,,,,,Dwarrowdelf,The Redhorn Gate,2,3,,04002,https://www.ringsdb.com/card/04002,https://www.ringsdb.com/bundles/cards/04002.png
149,Timely Aid,Event,FALSE,Leadership,,4,,,,,,Secrecy.,Dwarrowdelf,The Redhorn Gate,3,3,,04003,https://www.ringsdb.com/card/04003,https://www.ringsdb.com/bundles/cards/04003.png
150,Unseen Strike,Event,FALSE,Tactics,,0,,,,,,,Dwarrowdelf,The Redhorn Gate,4,3,,04004,https://www.ringsdb.com/card/04004,https://www.ringsdb.com/bundles/cards/04004.png
151,Keeping Count,Attachment,FALSE,Tactics,,0,,,,,,,Dwarrowdelf,The Redhorn Gate,5,3,,04005,https://www.ringsdb.com/card/04005,https://www.ringsdb.com/bundles/cards/04005.png
152,Bofur,Ally,TRUE,Spirit,,3,2,1,1,3,Dwarf.,,Dwarrowdelf,The Redhorn Gate,6,3,,04006,https://www.ringsdb.com/card/04006,https://www.ringsdb.com/bundles/cards/04006.png
153,Renewed Friendship,Event,FALSE,Spirit,,0,,,,,,,Dwarrowdelf,The Redhorn Gate,7,3,,04007,https://www.ringsdb.com/card/04007,https://www.ringsdb.com/bundles/cards/04007.png
154,Ravenhill Scout,Ally,FALSE,Lore,,3,0,1,1,3,Dale. Scout.,,Dwarrowdelf,The Redhorn Gate,8,3,,04008,https://www.ringsdb.com/card/04008,https://www.ringsdb.com/bundles/cards/04008.png
155,Needful to Know,Event,FALSE,Lore,,2,,,,,,Secrecy.,Dwarrowdelf,The Redhorn Gate,9,3,,04009,https://www.ringsdb.com/card/04009,https://www.ringsdb.com/bundles/cards/04009.png
156,Good Meal,Attachment,FALSE,Neutral,,0,,,,,,,Dwarrowdelf,The Redhorn Gate,10,3,,04010,https://www.ringsdb.com/card/04010,https://www.ringsdb.com/bundles/cards/04010.png
157,Elladan,Hero,TRUE,Tactics,10,,2,1,2,4,Noldor. Noble. Ranger.,,Dwarrowdelf,Road to Rivendell,28,1,,04028,https://www.ringsdb.com/card/04028,https://www.ringsdb.com/bundles/cards/04028.png
158,Dúnedain Wanderer,Ally,FALSE,Leadership,,5,1,2,2,2,Dúnedain. Ranger.,Ranged. Secrecy. Sentinel.,Dwarrowdelf,Road to Rivendell,29,3,,04029,https://www.ringsdb.com/card/04029,https://www.ringsdb.com/bundles/cards/04029.png
159,Lure of Moria,Event,FALSE,Leadership,,3,,,,,,,Dwarrowdelf,Road to Rivendell,30,3,,04030,https://www.ringsdb.com/card/04030,https://www.ringsdb.com/bundles/cards/04030.png
160,Rivendell Blade,Attachment,FALSE,Tactics,,1,,,,,Item. Weapon.,Restricted.,Dwarrowdelf,Road to Rivendell,31,3,,04031,https://www.ringsdb.com/card/04031,https://www.ringsdb.com/bundles/cards/04031.png
161,Hail of Stones,Event,FALSE,Tactics,,1,,,,,,,Dwarrowdelf,Road to Rivendell,32,3,,04032,https://www.ringsdb.com/card/04032,https://www.ringsdb.com/bundles/cards/04032.png
162,Rider of the Mark,Ally,FALSE,Spirit,,3,2,1,1,2,Rohan.,,Dwarrowdelf,Road to Rivendell,33,3,,04033,https://www.ringsdb.com/card/04033,https://www.ringsdb.com/bundles/cards/04033.png
163,Song of Eärendil,Attachment,FALSE,Spirit,,1,,,,,Song.,,Dwarrowdelf,Road to Rivendell,34,3,,04034,https://www.ringsdb.com/card/04034,https://www.ringsdb.com/bundles/cards/04034.png
164,Bombur,Ally,TRUE,Lore,,3,0,0,1,3,Dwarf.,,Dwarrowdelf,Road to Rivendell,35,3,,04035,https://www.ringsdb.com/card/04035,https://www.ringsdb.com/bundles/cards/04035.png
165,Out of the Wild,Event,FALSE,Lore,,3,,,,,,Secrecy.,Dwarrowdelf,Road to Rivendell,36,3,,04036,https://www.ringsdb.com/card/04036,https://www.ringsdb.com/bundles/cards/04036.png
166,The End Comes,Event,FALSE,Neutral,,0,,,,,,,Dwarrowdelf,Road to Rivendell,37,3,,04037,https://www.ringsdb.com/card/04037,https://www.ringsdb.com/bundles/cards/04037.png
167,Aragorn,Hero,TRUE,Lore,12,,2,3,2,5,Dúnedain. Ranger.,Sentinel.,Dwarrowdelf,The Watcher in the Water,53,1,,04053,https://www.ringsdb.com/card/04053,https://www.ringsdb.com/bundles/cards/04053.png
168,Grave Cairn,Event,FALSE,Leadership,,1,,,,,,,Dwarrowdelf,The Watcher in the Water,54,3,,04054,https://www.ringsdb.com/card/04054,https://www.ringsdb.com/bundles/cards/04054.png
169,Sword that was Broken,Attachment,TRUE,Leadership,,3,,,,,Artifact.,,Dwarrowdelf,The Watcher in the Water,55,3,,04055,https://www.ringsdb.com/card/04055,https://www.ringsdb.com/bundles/cards/04055.png
170,Watcher of the Bruinen,Ally,FALSE,Tactics,,2,0,1,2,2,Noldor. Warrior.,Sentinel.,Dwarrowdelf,The Watcher in the Water,56,3,,04056,https://www.ringsdb.com/card/04056,https://www.ringsdb.com/bundles/cards/04056.png
171,Rivendell Bow,Attachment,FALSE,Tactics,,1,,,,,Item. Weapon.,Ranged.,Dwarrowdelf,The Watcher in the Water,57,3,,04057,https://www.ringsdb.com/card/04057,https://www.ringsdb.com/bundles/cards/04057.png
172,Arwen Undómiel,Ally,TRUE,Spirit,,2,2,0,1,2,Noldor. Noble.,Sentinel.,Dwarrowdelf,The Watcher in the Water,58,3,,04058,https://www.ringsdb.com/card/04058,https://www.ringsdb.com/bundles/cards/04058.png
173,Elrond's Counsel,Event,FALSE,Spirit,,0,,,,,,,Dwarrowdelf,The Watcher in the Water,59,3,,04059,https://www.ringsdb.com/card/04059,https://www.ringsdb.com/bundles/cards/04059.png
174,Short Cut,Event,FALSE,Lore,,1,,,,,,,Dwarrowdelf,The Watcher in the Water,60,3,,04060,https://www.ringsdb.com/card/04060,https://www.ringsdb.com/bundles/cards/04060.png
175,Legacy of Durin,Attachment,TRUE,Lore,,1,,,,,Condition.,,Dwarrowdelf,The Watcher in the Water,61,3,,04061,https://www.ringsdb.com/card/04061,https://www.ringsdb.com/bundles/cards/04061.png
176,Resourceful,Attachment,FALSE,Neutral,,4,,,,,,Secrecy.,Dwarrowdelf,The Watcher in the Water,62,3,,04062,https://www.ringsdb.com/card/04062,https://www.ringsdb.com/bundles/cards/04062.png
177,Háma,Hero,TRUE,Tactics,9,,1,3,1,4,Rohan. Warrior.,,Dwarrowdelf,The Long Dark,76,1,,04076,https://www.ringsdb.com/card/04076,https://www.ringsdb.com/bundles/cards/04076.png
178,Erestor,Ally,TRUE,Leadership,,4,2,0,1,3,Noldor.,,Dwarrowdelf,The Long Dark,77,3,,04077,https://www.ringsdb.com/card/04077,https://www.ringsdb.com/bundles/cards/04077.png
179,Fresh Tracks,Event,FALSE,Leadership,,1,,,,,,,Dwarrowdelf,The Long Dark,78,3,,04078,https://www.ringsdb.com/card/04078,https://www.ringsdb.com/bundles/cards/04078.png
180,Erebor Battle Master,Ally,FALSE,Tactics,,3,0,1,1,2,Dwarf. Warrior.,,Dwarrowdelf,The Long Dark,79,3,,04079,https://www.ringsdb.com/card/04079,https://www.ringsdb.com/bundles/cards/04079.png
181,Ring Mail,Attachment,FALSE,Tactics,,2,,,,,Item. Armor.,Restricted.,Dwarrowdelf,The Long Dark,80,3,,04080,https://www.ringsdb.com/card/04080,https://www.ringsdb.com/bundles/cards/04080.png
182,Out of Sight,Event,FALSE,Spirit,,5,,,,,,Secrecy.,Dwarrowdelf,The Long Dark,81,3,,04081,https://www.ringsdb.com/card/04081,https://www.ringsdb.com/bundles/cards/04081.png
183,Ever My Heart Rises,Attachment,FALSE,Spirit,,0,,,,,Condition.,,Dwarrowdelf,The Long Dark,82,3,,04082,https://www.ringsdb.com/card/04082,https://www.ringsdb.com/bundles/cards/04082.png
184,Warden of Healing,Ally,FALSE,Lore,,2,1,0,1,1,Gondor. Healer.,,Dwarrowdelf,The Long Dark,83,3,,04083,https://www.ringsdb.com/card/04083,https://www.ringsdb.com/bundles/cards/04083.png
185,Word of Command,Event,FALSE,Lore,,1,,,,,,,Dwarrowdelf,The Long Dark,84,3,,04084,https://www.ringsdb.com/card/04084,https://www.ringsdb.com/bundles/cards/04084.png
186,Love of Tales,Attachment,FALSE,Lore,,0,,,,,Condition.,,Dwarrowdelf,The Long Dark,85,3,,04085,https://www.ringsdb.com/card/04085,https://www.ringsdb.com/bundles/cards/04085.png
187,Glorfindel,Hero,TRUE,Spirit,5,,3,3,1,5,Noldor. Noble. Warrior.,,Dwarrowdelf,Foundations of Stone,101,1,,04101,https://www.ringsdb.com/card/04101,https://www.ringsdb.com/bundles/cards/04101.png
188,Longbeard Elder,Ally,FALSE,Leadership,,3,2,1,1,2,Dwarf.,,Dwarrowdelf,Foundations of Stone,102,3,,04102,https://www.ringsdb.com/card/04102,https://www.ringsdb.com/bundles/cards/04102.png
189,Path of Need,Attachment,FALSE,Leadership,,4,,,,,Condition.,,Dwarrowdelf,Foundations of Stone,103,3,,04103,https://www.ringsdb.com/card/04103,https://www.ringsdb.com/bundles/cards/04103.png
190,Trollshaw Scout,Ally,FALSE,Tactics,,2,0,2,1,2,Noldor. Scout.,Ranged.,Dwarrowdelf,Foundations of Stone,104,3,,04104,https://www.ringsdb.com/card/04104,https://www.ringsdb.com/bundles/cards/04104.png
191,Heavy Stroke,Event,FALSE,Tactics,,1,,,,,,,Dwarrowdelf,Foundations of Stone,105,3,,04105,https://www.ringsdb.com/card/04105,https://www.ringsdb.com/bundles/cards/04105.png
192,Imladris Stargazer,Ally,FALSE,Spirit,,2,0,0,1,1,Noldor.,,Dwarrowdelf,Foundations of Stone,106,3,,04106,https://www.ringsdb.com/card/04106,https://www.ringsdb.com/bundles/cards/04106.png
193,Light of Valinor,Attachment,TRUE,Spirit,,1,,,,,Condition.,,Dwarrowdelf,Foundations of Stone,107,3,,04107,https://www.ringsdb.com/card/04107,https://www.ringsdb.com/bundles/cards/04107.png
194,Daeron's Runes,Event,FALSE,Lore,,0,,,,,,,Dwarrowdelf,Foundations of Stone,108,3,,04108,https://www.ringsdb.com/card/04108,https://www.ringsdb.com/bundles/cards/04108.png
195,Healing Herbs,Attachment,FALSE,Lore,,0,,,,,Item.,,Dwarrowdelf,Foundations of Stone,109,3,,04109,https://www.ringsdb.com/card/04109,https://www.ringsdb.com/bundles/cards/04109.png
196,Asfaloth,Attachment,TRUE,Lore,,2,,,,,Mount.,,Dwarrowdelf,Foundations of Stone,110,3,,04110,https://www.ringsdb.com/card/04110,https://www.ringsdb.com/bundles/cards/04110.png
197,Elrond,Hero,TRUE,Lore,13,,3,2,3,4,Noldor. Noble.,,Dwarrowdelf,Shadow and Flame,128,1,,04128,https://www.ringsdb.com/card/04128,https://www.ringsdb.com/bundles/cards/04128.png
198,We Are Not Idle,Event,FALSE,Leadership,,0,,,,,,,Dwarrowdelf,Shadow and Flame,129,3,,04129,https://www.ringsdb.com/card/04129,https://www.ringsdb.com/bundles/cards/04129.png
199,Hardy Leadership,Attachment,TRUE,Leadership,,2,,,,,,,Dwarrowdelf,Shadow and Flame,130,3,,04130,https://www.ringsdb.com/card/04130,https://www.ringsdb.com/bundles/cards/04130.png
200,Hands Upon the Bow,Event,FALSE,Tactics,,1,,,,,,Ranged.,Dwarrowdelf,Shadow and Flame,131,3,,04131,https://www.ringsdb.com/card/04131,https://www.ringsdb.com/bundles/cards/04131.png
201,A Elbereth! Gilthoniel!,Event,FALSE,Spirit,,4,,,,,,Secrecy.,Dwarrowdelf,Shadow and Flame,132,3,,04132,https://www.ringsdb.com/card/04132,https://www.ringsdb.com/bundles/cards/04132.png
202,Miruvor,Attachment,FALSE,Spirit,,1,,,,,Item.,,Dwarrowdelf,Shadow and Flame,133,3,,04133,https://www.ringsdb.com/card/04133,https://www.ringsdb.com/bundles/cards/04133.png
203,Master of the Forge,Ally,FALSE,Lore,,2,0,0,1,1,Noldor. Craftsman.,,Dwarrowdelf,Shadow and Flame,134,3,,04134,https://www.ringsdb.com/card/04134,https://www.ringsdb.com/bundles/cards/04134.png
204,"Peace, and Thought",Event,FALSE,Lore,,1,,,,,,,Dwarrowdelf,Shadow and Flame,135,3,,04135,https://www.ringsdb.com/card/04135,https://www.ringsdb.com/bundles/cards/04135.png
205,Risk Some Light,Event,FALSE,Lore,,3,,,,,,Secrecy.,Dwarrowdelf,Shadow and Flame,136,3,,04136,https://www.ringsdb.com/card/04136,https://www.ringsdb.com/bundles/cards/04136.png
206,Vilya,Attachment,TRUE,Neutral,,2,,,,,Ring. Artifact.,,Dwarrowdelf,Shadow and Flame,137,3,,04137,https://www.ringsdb.com/card/04137,https://www.ringsdb.com/bundles/cards/04137.png
207,Beregond,Hero,TRUE,Tactics,10,,0,1,4,4,Gondor. Warrior.,Sentinel.,Heirs of Númenor,Heirs of Númenor,1,1,,05001,https://www.ringsdb.com/card/05001,https://www.ringsdb.com/bundles/cards/05001.png
208,Boromir,Hero,TRUE,Leadership,11,,1,3,2,5,Gondor. Warrior. Noble.,,Heirs of Númenor,Heirs of Númenor,2,1,,05002,https://www.ringsdb.com/card/05002,https://www.ringsdb.com/bundles/cards/05002.png
209,Errand-rider,Ally,FALSE,Leadership,,1,0,0,0,2,Gondor.,,Heirs of Númenor,Heirs of Númenor,3,3,,05003,https://www.ringsdb.com/card/05003,https://www.ringsdb.com/bundles/cards/05003.png
210,Citadel Custodian,Ally,FALSE,Leadership,,5,1,0,1,3,Gondor.,,Heirs of Númenor,Heirs of Númenor,4,3,,05004,https://www.ringsdb.com/card/05004,https://www.ringsdb.com/bundles/cards/05004.png
211,Mutual Accord,Event,FALSE,Leadership,,0,,,,,,,Heirs of Númenor,Heirs of Númenor,5,3,,05005,https://www.ringsdb.com/card/05005,https://www.ringsdb.com/bundles/cards/05005.png
212,Wealth of Gondor,Event,FALSE,Leadership,,0,,,,,,,Heirs of Númenor,Heirs of Númenor,6,3,,05006,https://www.ringsdb.com/card/05006,https://www.ringsdb.com/bundles/cards/05006.png
213,Defender of Rammas,Ally,FALSE,Tactics,,2,0,1,4,1,Gondor. Warrior.,,Heirs of Númenor,Heirs of Númenor,7,3,,05007,https://www.ringsdb.com/card/05007,https://www.ringsdb.com/bundles/cards/05007.png
214,Behind Strong Walls,Event,FALSE,Tactics,,1,,,,,,,Heirs of Númenor,Heirs of Númenor,8,3,,05008,https://www.ringsdb.com/card/05008,https://www.ringsdb.com/bundles/cards/05008.png
215,Spear of the Citadel,Attachment,FALSE,Tactics,,2,,,,,Item. Weapon.,Restricted.,Heirs of Númenor,Heirs of Númenor,9,3,,05009,https://www.ringsdb.com/card/05009,https://www.ringsdb.com/bundles/cards/05009.png
216,Damrod,Ally,TRUE,Spirit,,4,1,2,2,2,Gondor. Ranger.,,Heirs of Númenor,Heirs of Númenor,10,3,,05010,https://www.ringsdb.com/card/05010,https://www.ringsdb.com/bundles/cards/05010.png
217,Light the Beacons,Event,FALSE,Spirit,,5,,,,,,,Heirs of Númenor,Heirs of Númenor,11,3,,05011,https://www.ringsdb.com/card/05011,https://www.ringsdb.com/bundles/cards/05011.png
218,A Watchful Peace,Event,FALSE,Spirit,,1,,,,,,,Heirs of Númenor,Heirs of Númenor,12,3,,05012,https://www.ringsdb.com/card/05012,https://www.ringsdb.com/bundles/cards/05012.png
219,Blood of Númenor,Attachment,FALSE,Spirit,,0,,,,,Condition.,,Heirs of Númenor,Heirs of Númenor,13,3,,05013,https://www.ringsdb.com/card/05013,https://www.ringsdb.com/bundles/cards/05013.png
220,Hunter of Lamedon,Ally,FALSE,Lore,,2,1,1,1,1,Gondor. Outlands.,,Heirs of Númenor,Heirs of Númenor,14,3,,05014,https://www.ringsdb.com/card/05014,https://www.ringsdb.com/bundles/cards/05014.png
221,Ithilien Tracker,Ally,FALSE,Lore,,2,0,1,0,3,Gondor. Ranger.,,Heirs of Númenor,Heirs of Númenor,15,3,,05015,https://www.ringsdb.com/card/05015,https://www.ringsdb.com/bundles/cards/05015.png
222,Master of Lore,Ally,FALSE,Lore,,3,1,0,1,1,Gondor.,,Heirs of Númenor,Heirs of Númenor,16,3,,05016,https://www.ringsdb.com/card/05016,https://www.ringsdb.com/bundles/cards/05016.png
223,Ranger Spikes,Attachment,FALSE,Lore,,2,,,,,Trap.,,Heirs of Númenor,Heirs of Númenor,17,3,,05017,https://www.ringsdb.com/card/05017,https://www.ringsdb.com/bundles/cards/05017.png
224,Envoy of Pelargir,Ally,FALSE,Neutral,,2,1,1,0,1,Gondor.,,Heirs of Númenor,Heirs of Númenor,18,3,,05018,https://www.ringsdb.com/card/05018,https://www.ringsdb.com/bundles/cards/05018.png
225,Hirluin the Fair,Hero,TRUE,Leadership,8,,1,1,1,4,Outlands.,Ranged.,Against the Shadow,The Steward's Fear,1,1,,06001,https://www.ringsdb.com/card/06001,https://www.ringsdb.com/bundles/cards/06001.png
226,Warrior of Lossarnach,Ally,FALSE,Leadership,,2,1,1,1,1,Outlands.,,Against the Shadow,The Steward's Fear,2,3,,06002,https://www.ringsdb.com/card/06002,https://www.ringsdb.com/bundles/cards/06002.png
227,Gaining Strength,Event,FALSE,Leadership,,0,,,,,,,Against the Shadow,The Steward's Fear,3,3,,06003,https://www.ringsdb.com/card/06003,https://www.ringsdb.com/bundles/cards/06003.png
228,Knights of the Swan,Ally,FALSE,Tactics,,1,0,0,0,1,Outlands.,,Against the Shadow,The Steward's Fear,4,3,,06004,https://www.ringsdb.com/card/06004,https://www.ringsdb.com/bundles/cards/06004.png
229,Gondorian Shield,Attachment,FALSE,Tactics,,1,,,,,Armor. Item.,Restricted.,Against the Shadow,The Steward's Fear,5,3,,06005,https://www.ringsdb.com/card/06005,https://www.ringsdb.com/bundles/cards/06005.png
230,Ethir Swordsman,Ally,FALSE,Spirit,,2,1,1,1,1,Outlands.,,Against the Shadow,The Steward's Fear,6,3,,06006,https://www.ringsdb.com/card/06006,https://www.ringsdb.com/bundles/cards/06006.png
231,Ring of Barahir,Attachment,TRUE,Spirit,,1,,,,,Artifact. Item. Ring.,,Against the Shadow,The Steward's Fear,7,3,,06007,https://www.ringsdb.com/card/06007,https://www.ringsdb.com/bundles/cards/06007.png
232,Anfalas Herdsman,Ally,FALSE,Lore,,1,0,0,0,1,Outlands.,,Against the Shadow,The Steward's Fear,8,3,,06008,https://www.ringsdb.com/card/06008,https://www.ringsdb.com/bundles/cards/06008.png
233,Mithrandir's Advice,Event,FALSE,Lore,,1,,,,,,,Against the Shadow,The Steward's Fear,9,3,,06009,https://www.ringsdb.com/card/06009,https://www.ringsdb.com/bundles/cards/06009.png
234,A Good Harvest,Event,FALSE,Neutral,,0,,,,,,,Against the Shadow,The Steward's Fear,10,3,,06010,https://www.ringsdb.com/card/06010,https://www.ringsdb.com/bundles/cards/06010.png
235,Mirlonde,Hero,TRUE,Lore,8,,2,2,1,3,Silvan.,,Against the Shadow,The Drúadan Forest,32,1,,06032,https://www.ringsdb.com/card/06032,https://www.ringsdb.com/bundles/cards/06032.png
236,Forlong,Ally,TRUE,Leadership,,3,1,1,1,3,Outlands.,,Against the Shadow,The Drúadan Forest,33,3,,06033,https://www.ringsdb.com/card/06033,https://www.ringsdb.com/bundles/cards/06033.png
237,Strength of Arms,Event,FALSE,Leadership,,2,,,,,,,Against the Shadow,The Drúadan Forest,34,3,,06034,https://www.ringsdb.com/card/06034,https://www.ringsdb.com/bundles/cards/06034.png
238,Mighty Prowess,Attachment,FALSE,Tactics,,1,,,,,Skill.,,Against the Shadow,The Drúadan Forest,35,3,,06035,https://www.ringsdb.com/card/06035,https://www.ringsdb.com/bundles/cards/06035.png
239,Trained for War,Event,FALSE,Tactics,,2,,,,,,,Against the Shadow,The Drúadan Forest,36,3,,06036,https://www.ringsdb.com/card/06036,https://www.ringsdb.com/bundles/cards/06036.png
240,Silvan Refugee,Ally,FALSE,Spirit,,1,2,0,0,1,Silvan. Scout.,,Against the Shadow,The Drúadan Forest,37,3,,06037,https://www.ringsdb.com/card/06037,https://www.ringsdb.com/bundles/cards/06037.png
241,Against the Shadow,Event,FALSE,Spirit,,2,,,,,,,Against the Shadow,The Drúadan Forest,38,3,,06038,https://www.ringsdb.com/card/06038,https://www.ringsdb.com/bundles/cards/06038.png
242,Harbor Master,Ally,FALSE,Lore,,3,1,2,0,2,Noldor.,,Against the Shadow,The Drúadan Forest,39,3,,06039,https://www.ringsdb.com/card/06039,https://www.ringsdb.com/bundles/cards/06039.png
243,Advance Warning,Event,FALSE,Lore,,2,,,,,,,Against the Shadow,The Drúadan Forest,40,3,,06040,https://www.ringsdb.com/card/06040,https://www.ringsdb.com/bundles/cards/06040.png
244,White Tower Watchman,Ally,FALSE,Neutral,,3,1,0,2,3,Gondor.,,Against the Shadow,The Drúadan Forest,41,3,,06041,https://www.ringsdb.com/card/06041,https://www.ringsdb.com/bundles/cards/06041.png
245,Pippin,Hero,TRUE,Spirit,6,,2,1,1,2,Hobbit.,,Against the Shadow,Encounter at Amon Dîn,56,1,,06056,https://www.ringsdb.com/card/06056,https://www.ringsdb.com/bundles/cards/06056.png
246,Denethor,Ally,TRUE,Leadership,,4,3,1,2,3,Gondor. Noble.,,Against the Shadow,Encounter at Amon Dîn,57,3,,06057,https://www.ringsdb.com/card/06057,https://www.ringsdb.com/bundles/cards/06057.png
247,Lord of Morthond,Attachment,TRUE,Leadership,,1,,,,,Title.,,Against the Shadow,Encounter at Amon Dîn,58,3,,06058,https://www.ringsdb.com/card/06058,https://www.ringsdb.com/bundles/cards/06058.png
248,Book of Eldacar,Attachment,TRUE,Tactics,,4,,,,,Record.,,Against the Shadow,Encounter at Amon Dîn,59,3,,06059,https://www.ringsdb.com/card/06059,https://www.ringsdb.com/bundles/cards/06059.png
249,Gondorian Discipline,Event,FALSE,Tactics,,0,,,,,Gondor.,,Against the Shadow,Encounter at Amon Dîn,60,3,,06060,https://www.ringsdb.com/card/06060,https://www.ringsdb.com/bundles/cards/06060.png
250,Minas Tirith Lampwright,Ally,FALSE,Spirit,,1,0,0,1,1,Gondor. Craftsman.,,Against the Shadow,Encounter at Amon Dîn,61,3,,06061,https://www.ringsdb.com/card/06061,https://www.ringsdb.com/bundles/cards/06061.png
251,Small Target,Event,FALSE,Spirit,,1,,,,,,,Against the Shadow,Encounter at Amon Dîn,62,3,,06062,https://www.ringsdb.com/card/06062,https://www.ringsdb.com/bundles/cards/06062.png
252,Ithilien Archer,Ally,FALSE,Lore,,3,1,2,1,2,Gondor. Ranger.,Ranged.,Against the Shadow,Encounter at Amon Dîn,63,3,,06063,https://www.ringsdb.com/card/06063,https://www.ringsdb.com/bundles/cards/06063.png
253,Ithilien Pit,Attachment,FALSE,Lore,,1,,,,,Trap.,,Against the Shadow,Encounter at Amon Dîn,64,3,,06064,https://www.ringsdb.com/card/06064,https://www.ringsdb.com/bundles/cards/06064.png
254,Hobbit-sense,Event,FALSE,Neutral,,2,,,,,,,Against the Shadow,Encounter at Amon Dîn,65,3,,06065,https://www.ringsdb.com/card/06065,https://www.ringsdb.com/bundles/cards/06065.png
255,Faramir,Hero,TRUE,Lore,11,,2,2,2,5,Gondor. Ranger. Noble.,Ranged.,Against the Shadow,Assault on Osgiliath,81,1,,06081,https://www.ringsdb.com/card/06081,https://www.ringsdb.com/bundles/cards/06081.png
256,Sword of Morthond,Attachment,TRUE,Leadership,,1,,,,,Item. Weapon.,,Against the Shadow,Assault on Osgiliath,82,3,,06082,https://www.ringsdb.com/card/06082,https://www.ringsdb.com/bundles/cards/06082.png
257,Men of the West,Event,FALSE,Leadership,,X,,,,,Outlands.,,Against the Shadow,Assault on Osgiliath,83,3,,06083,https://www.ringsdb.com/card/06083,https://www.ringsdb.com/bundles/cards/06083.png
258,Knight of Minas Tirith,Ally,FALSE,Tactics,,3,0,3,1,3,Gondor. Warrior.,,Against the Shadow,Assault on Osgiliath,84,3,,06084,https://www.ringsdb.com/card/06084,https://www.ringsdb.com/bundles/cards/06084.png
